run,t_s,rho_per_m2,speed_mps,n_in_area
crossing_90_a_01,10.562,0.25,1.02074,1
crossing_90_a_01,11.062,0.25,1.01417,1
crossing_90_a_01,11.562,0.25,0.998974,1
crossing_90_a_01,12.062,0.25,1.02526,1
crossing_90_a_01,13.062,0.25,1.016,1
crossing_90_a_01,13.562,0.25,0.96376,1
crossing_90_a_01,14.062,0.25,0.979664,1
crossing_90_a_01,14.562,0.25,1.00699,1
crossing_90_a_01,16.062,0.25,1.05611,1
crossing_90_a_01,16.562,0.25,1.03005,1
crossing_90_a_01,17.062,0.25,1.04146,1
crossing_90_a_01,18.562,0.25,0.980343,1
crossing_90_a_01,19.062,0.25,0.957673,1
crossing_90_a_01,19.562,0.25,0.903074,1
crossing_90_a_01,20.062,0.5,0.909486,2
crossing_90_a_01,20.562,0.25,0.912428,1
crossing_90_a_01,21.062,0.25,0.871515,1
crossing_90_a_01,21.562,0.25,0.900687,1
crossing_90_a_01,23.062,0.5,0.859241,2
crossing_90_a_01,23.562,0.5,0.85046,2
crossing_90_a_01,24.062,0.5,0.871695,2
crossing_90_a_01,24.562,0.5,0.877492,2
crossing_90_a_01,25.062,0.5,0.883605,2
crossing_90_a_01,26.062,0.25,0.808145,1
crossing_90_a_01,26.562,0.25,0.813343,1
crossing_90_a_01,27.062,0.5,0.751012,2
crossing_90_a_01,27.562,0.5,0.759689,2
crossing_90_a_01,28.062,1.25,0.680261,5
crossing_90_a_01,28.562,1,0.647164,4
crossing_90_a_01,29.062,1.5,0.643735,6
crossing_90_a_01,29.562,1.25,0.655415,5
crossing_90_a_01,30.062,1.25,0.629971,5
crossing_90_a_01,30.562,1.25,0.605616,5
crossing_90_a_01,31.062,1,0.581623,4
crossing_90_a_01,31.562,1.25,0.574603,5
crossing_90_a_01,32.062,1.5,0.653074,6
crossing_90_a_01,32.562,1.25,0.692493,5
crossing_90_a_01,33.062,1,0.705687,4
crossing_90_a_01,33.562,0.75,0.786149,3
crossing_90_a_01,34.062,0.5,0.812263,2
crossing_90_a_01,34.562,0.25,0.795692,1
crossing_90_a_01,35.062,0.25,0.966359,1
crossing_90_a_01,35.562,0.5,0.889025,2
crossing_90_a_01,36.062,1,0.76433,4
crossing_90_a_01,36.562,1.25,0.761553,5
crossing_90_a_01,37.062,1,0.737724,4
crossing_90_a_01,37.562,1,0.784075,4
crossing_90_a_01,38.062,0.75,0.816796,3
crossing_90_a_01,38.562,0.5,0.870179,2
crossing_90_a_01,39.062,0.25,0.732687,1
crossing_90_a_01,39.562,0.25,0.837179,1
crossing_90_a_01,40.062,0.5,0.697393,2
crossing_90_a_01,40.562,0.75,0.800803,3
crossing_90_a_01,41.062,0.75,0.840793,3
crossing_90_a_01,41.562,0.5,0.827711,2
crossing_90_a_01,42.062,0.5,0.834612,2
crossing_90_a_01,42.562,1,0.883254,4
crossing_90_a_01,43.062,0.5,0.881513,2
crossing_90_a_01,43.562,0.75,0.849475,3
crossing_90_a_01,44.062,0.75,0.862927,3
crossing_90_a_01,44.562,1,0.894034,4
crossing_90_a_01,45.062,0.5,0.884094,2
crossing_90_a_01,45.562,1,0.937499,4
crossing_90_a_01,46.062,0.75,0.960764,3
crossing_90_a_01,46.562,0.5,0.991895,2
crossing_90_a_01,47.062,0.5,0.998293,2
crossing_90_a_01,48.062,0.5,1.06355,2
crossing_90_a_01,48.562,0.75,0.946964,3
crossing_90_a_01,49.062,1,0.973667,4
crossing_90_a_01,49.562,0.5,0.823099,2
crossing_90_a_01,50.062,0.5,0.831125,2
crossing_90_a_01,50.562,0.25,0.810514,1
crossing_90_a_01,51.062,0.25,0.862712,1
crossing_90_a_01,51.562,0.25,0.861114,1
crossing_90_a_01,52.062,0.5,0.896892,2
crossing_90_a_01,52.562,0.5,0.908184,2
crossing_90_a_01,53.062,0.5,0.977574,2
crossing_90_a_01,53.562,0.5,0.986212,2
crossing_90_a_01,54.062,0.5,1.00359,2
crossing_90_a_01,54.562,0.25,1.01617,1
crossing_90_a_01,55.562,0.25,0.95559,1
crossing_90_a_01,56.062,0.5,1.02799,2
crossing_90_a_01,56.562,0.5,1.03899,2
crossing_90_a_01,57.062,0.5,1.07826,2
crossing_90_a_01,58.562,0.25,0.976597,1
crossing_90_a_01,59.062,0.25,0.964105,1
crossing_90_a_01,59.562,0.25,0.972764,1
crossing_90_a_01,60.062,0.5,1.04372,2
crossing_90_a_01,60.562,0.25,1.15732,1
crossing_90_a_01,61.062,0.5,1.03972,2
crossing_90_a_01,61.562,0.25,0.900392,1
crossing_90_a_01,62.062,0.5,0.918983,2
crossing_90_a_01,62.562,0.5,0.960864,2
crossing_90_a_01,63.062,0.5,0.936332,2
crossing_90_a_01,63.562,0.5,0.954989,2
crossing_90_a_01,64.062,0.75,0.930255,3
crossing_90_a_01,64.562,0.5,0.969133,2
crossing_90_a_01,65.062,0.5,0.978791,2
crossing_90_a_01,65.562,0.5,0.99526,2
crossing_90_a_01,66.062,1,0.89141,4
crossing_90_a_01,66.562,0.75,0.913187,3
crossing_90_a_01,67.062,0.75,0.934408,3
crossing_90_a_01,67.562,0.5,0.94093,2
crossing_90_a_01,68.062,0.25,0.991581,1
crossing_90_a_01,68.562,0.25,0.994816,1
crossing_90_a_01,69.062,0.5,1.02942,2
crossing_90_a_01,69.562,0.5,1.00113,2
crossing_90_a_01,70.062,0.5,1.00463,2
crossing_90_a_01,70.562,0.75,1.00533,3
crossing_90_a_01,71.062,0.5,1.00188,2
crossing_90_a_01,71.562,0.25,0.968918,1
crossing_90_a_01,72.062,0.5,0.941668,2
crossing_90_a_01,72.562,0.25,0.882221,1
crossing_90_a_01,73.062,0.75,0.927319,3
crossing_90_a_01,73.562,1,0.896686,4
crossing_90_a_01,74.062,1,0.920995,4
crossing_90_a_01,74.562,0.75,0.992852,3
crossing_90_a_01,75.062,0.25,0.956477,1
crossing_90_a_01,75.562,0.5,0.913946,2
crossing_90_a_01,76.062,0.25,0.789713,1
crossing_90_a_01,76.562,0.75,0.845526,3
crossing_90_a_01,77.062,0.75,0.815313,3
crossing_90_a_01,77.562,0.75,0.825539,3
crossing_90_a_01,78.062,0.75,0.868498,3
crossing_90_a_01,78.562,0.5,0.86722,2
crossing_90_a_01,79.062,0.25,0.895182,1
crossing_90_a_01,79.562,0.25,0.908364,1
crossing_90_a_01,80.062,0.5,0.936791,2
crossing_90_a_01,80.562,0.25,0.96419,1
crossing_90_a_01,81.062,0.25,0.979031,1
crossing_90_a_01,81.562,0.25,0.952553,1
crossing_90_a_01,82.062,0.25,1.01133,1
crossing_90_a_01,82.562,0.25,0.995022,1
crossing_90_a_01,83.062,0.5,0.834302,2
crossing_90_a_01,83.562,1,0.804731,4
crossing_90_a_01,84.062,0.75,0.79864,3
crossing_90_a_01,84.562,0.75,0.832453,3
crossing_90_a_01,85.062,0.75,0.869698,3
crossing_90_a_01,85.562,0.25,0.856907,1
crossing_90_a_01,86.062,0.5,0.583616,2
crossing_90_a_01,86.562,0.5,0.49712,2
crossing_90_a_01,87.062,0.5,0.621194,2
crossing_90_a_01,87.562,0.5,0.789378,2
crossing_90_a_01,88.062,0.5,0.899478,2
crossing_90_a_01,88.562,0.25,0.965257,1
crossing_90_a_01,89.062,0.25,0.787205,1
crossing_90_a_01,89.562,0.5,0.937513,2
crossing_90_a_01,90.062,0.75,0.867987,3
crossing_90_a_01,90.562,0.75,0.88241,3
crossing_90_a_01,91.062,1,0.915553,4
crossing_90_a_01,91.562,0.5,0.927173,2
crossing_90_a_01,92.062,1,0.934324,4
crossing_90_a_01,92.562,0.75,0.945926,3
crossing_90_a_01,93.062,0.5,0.970947,2
crossing_90_a_01,93.562,0.5,1.00579,2
crossing_90_a_01,94.062,0.25,0.961544,1
crossing_90_a_01,94.562,0.25,0.84163,1
crossing_90_a_01,95.062,0.25,0.874369,1
crossing_90_a_01,95.562,0.25,0.889076,1
crossing_90_a_01,96.062,0.75,0.882446,3
crossing_90_a_01,96.562,0.75,0.892966,3
crossing_90_a_01,97.062,0.5,0.925558,2
crossing_90_a_01,97.562,0.75,0.963479,3
crossing_90_a_01,98.062,0.75,0.977117,3
crossing_90_a_01,98.562,0.75,1.00524,3
crossing_90_a_01,99.062,0.75,1.00716,3
crossing_90_a_01,99.562,0.5,0.992916,2
crossing_90_a_01,100.062,0.5,0.910198,2
crossing_90_a_01,100.562,0.25,0.802373,1
crossing_90_a_01,101.062,0.5,1.06912,2
crossing_90_a_01,101.562,0.75,0.932701,3
crossing_90_a_01,102.062,0.5,0.923712,2
crossing_90_a_01,102.562,0.75,1.10381,3
crossing_90_a_01,103.062,0.75,1.04761,3
crossing_90_a_01,103.562,0.75,1.05691,3
crossing_90_a_01,104.062,0.25,0.997084,1
crossing_90_a_01,104.562,0.25,0.969415,1
crossing_90_a_01,105.562,0.25,0.944348,1
crossing_90_a_01,106.062,0.25,0.948478,1
crossing_90_a_01,106.562,0.25,1.00949,1
crossing_90_a_01,107.062,0.5,1.06475,2
crossing_90_a_01,107.562,0.5,0.833485,2
crossing_90_a_01,108.062,0.5,0.781864,2
crossing_90_a_01,108.562,0.75,0.752957,3
crossing_90_a_01,109.062,0.5,0.575687,2
crossing_90_a_01,109.562,0.5,0.543835,2
crossing_90_a_01,110.062,0.75,0.666746,3
crossing_90_a_01,110.562,0.75,0.744782,3
crossing_90_a_01,111.062,0.5,0.764584,2
crossing_90_a_01,111.562,0.5,0.814846,2
crossing_90_a_01,112.062,0.25,0.762636,1
crossing_90_a_01,112.562,0.25,0.74829,1
crossing_90_a_01,113.062,0.25,0.736416,1
crossing_90_a_01,113.562,0.75,0.887785,3
crossing_90_a_01,114.062,0.75,0.811898,3
crossing_90_a_01,114.562,1,0.806198,4
crossing_90_a_01,115.062,1,0.809701,4
crossing_90_a_01,115.562,0.75,0.846935,3
crossing_90_a_01,116.062,0.5,0.893596,2
crossing_90_a_01,116.562,0.25,0.878092,1
crossing_90_a_01,117.062,0.25,0.86,1
crossing_90_a_01,117.562,0.5,1.03411,2
crossing_90_a_01,118.062,0.5,0.994374,2
crossing_90_a_01,118.562,0.5,0.984864,2
crossing_90_a_01,119.062,0.25,0.874611,1
crossing_90_a_01,119.562,0.5,0.926431,2
crossing_90_a_01,120.062,0.25,0.878996,1
crossing_90_a_01,120.562,0.5,0.886381,2
crossing_90_a_01,121.062,0.5,0.859199,2
crossing_90_a_01,121.562,0.75,0.833387,3
crossing_90_a_01,122.062,0.5,0.980984,2
crossing_90_a_01,122.562,0.5,0.962234,2
crossing_90_a_01,123.062,0.5,0.963204,2
crossing_90_a_01,123.562,0.5,0.935,2
crossing_90_a_01,124.062,0.5,0.929611,2
crossing_90_a_01,124.562,0.5,0.936212,2
crossing_90_a_01,125.062,0.5,0.895268,2
crossing_90_a_01,125.562,0.75,0.884028,3
crossing_90_a_01,126.062,0.75,0.933192,3
crossing_90_a_01,126.562,0.75,0.951441,3
crossing_90_a_01,127.062,1,0.936724,4
crossing_90_a_01,127.562,0.25,0.907393,1
crossing_90_a_01,128.062,0.25,0.90916,1
crossing_90_a_01,128.562,0.25,0.921918,1
crossing_90_a_01,129.062,0.25,0.926357,1
crossing_90_a_01,130.062,0.25,0.748023,1
crossing_90_a_01,130.562,0.75,0.852094,3
crossing_90_a_01,131.062,1,0.910652,4
crossing_90_a_01,131.562,1,0.894137,4
crossing_90_a_01,132.062,1,0.905368,4
crossing_90_a_01,132.562,1,0.902052,4
crossing_90_a_01,133.062,0.25,0.948754,1
crossing_90_a_01,133.562,0.25,0.961011,1
crossing_90_a_01,134.062,0.5,0.81299,2
crossing_90_a_01,134.562,0.5,0.627597,2
crossing_90_a_01,135.062,0.5,0.642057,2
crossing_90_a_01,135.562,0.75,0.749598,3
crossing_90_a_01,136.062,1,0.810448,4
crossing_90_a_01,136.562,1,0.863783,4
crossing_90_a_01,137.062,0.75,0.898666,3
crossing_90_a_01,137.562,0.5,0.797264,2
crossing_90_a_01,138.062,0.25,0.713081,1
crossing_90_a_01,138.562,0.5,0.874789,2
crossing_90_a_01,139.062,0.75,0.925169,3
crossing_90_a_01,139.562,0.75,0.94051,3
crossing_90_a_01,140.062,0.75,0.975668,3
crossing_90_a_01,140.562,0.25,1.03142,1
crossing_90_a_01,141.562,0.25,1.0757,1
crossing_90_a_01,142.062,0.25,1.11394,1
crossing_90_a_01,142.562,0.5,0.83948,2
crossing_90_a_01,143.062,0.75,0.829113,3
crossing_90_a_01,143.562,0.5,0.581824,2
crossing_90_a_01,144.062,1,0.762674,4
crossing_90_a_01,144.562,1,0.805505,4
crossing_90_a_01,145.062,0.75,0.716919,3
crossing_90_a_01,145.562,1.25,0.744853,5
crossing_90_a_01,146.062,0.75,0.72747,3
crossing_90_a_01,146.562,0.75,0.754521,3
crossing_90_a_01,147.062,0.5,0.825236,2
crossing_90_a_01,147.562,0.25,0.777515,1
crossing_90_a_01,148.062,0.5,0.895551,2
crossing_90_a_01,148.562,0.25,0.988903,1
crossing_90_a_01,149.062,0.25,1.0095,1
crossing_90_a_01,149.562,0.75,0.968811,3
crossing_90_a_01,150.062,0.5,0.948866,2
crossing_90_a_01,150.562,0.5,0.961714,2
crossing_90_a_01,151.062,0.75,0.96807,3
crossing_90_a_01,151.562,0.25,0.89993,1
crossing_90_a_01,152.062,0.25,0.9338,1
crossing_90_a_01,152.562,0.25,0.89523,1
crossing_90_a_01,153.062,0.75,0.843647,3
crossing_90_a_01,153.562,1,0.901108,4
crossing_90_a_01,154.062,1,0.911251,4
crossing_90_a_01,154.562,1,0.936214,4
crossing_90_a_01,155.062,0.5,0.942106,2
crossing_90_a_01,156.062,0.25,0.880822,1
crossing_90_a_01,156.562,0.25,0.943511,1
crossing_90_a_01,157.062,0.5,0.876995,2
crossing_90_a_01,157.562,0.75,0.870811,3
crossing_90_a_01,158.062,0.75,0.795963,3
crossing_90_a_01,158.562,0.75,0.821502,3
crossing_90_a_01,159.062,0.75,0.850261,3
crossing_90_a_01,159.562,0.5,0.849667,2
crossing_90_a_01,160.062,0.5,0.898032,2
crossing_90_a_01,160.562,0.75,0.905166,3
crossing_90_a_01,161.062,0.5,0.8923,2
crossing_90_a_01,161.562,0.5,0.911379,2
crossing_90_a_01,162.062,0.25,0.877006,1
crossing_90_a_01,163.062,0.25,0.740601,1
crossing_90_a_01,163.562,1,0.86253,4
crossing_90_a_01,164.062,1,0.886996,4
crossing_90_a_01,164.562,1,0.916537,4
crossing_90_a_01,165.062,1,0.921028,4
crossing_90_a_01,168.062,0.5,0.827766,2
crossing_90_a_01,168.562,0.75,0.83133,3
crossing_90_a_01,169.062,1,0.888734,4
crossing_90_a_01,169.562,1,0.896554,4
crossing_90_a_01,170.062,1.25,0.917973,5
crossing_90_a_01,170.562,0.5,0.996662,2
crossing_90_a_01,171.062,0.25,0.90192,1
crossing_90_a_01,171.562,0.25,0.935923,1
crossing_90_a_01,172.062,0.25,0.99392,1
crossing_90_a_01,172.562,0.25,1.0547,1
crossing_90_a_01,173.062,0.25,0.995717,1
crossing_90_a_01,173.562,0.25,0.995317,1
crossing_90_a_01,174.062,0.5,0.911785,2
crossing_90_a_01,174.562,0.5,0.920814,2
crossing_90_a_01,175.062,0.5,0.922733,2
crossing_90_a_01,175.562,0.5,0.967898,2
crossing_90_a_01,176.062,0.5,0.969269,2
crossing_90_a_01,176.562,0.25,1.04863,1
crossing_90_a_01,177.062,0.5,1.04081,2
crossing_90_a_01,177.562,0.5,1.00581,2
crossing_90_a_01,178.062,0.25,0.934106,1
crossing_90_a_01,178.562,0.25,0.9193,1
crossing_90_a_01,179.062,0.25,0.879603,1
crossing_90_a_01,179.562,0.25,0.938063,1
crossing_90_a_01,180.062,0.5,0.927565,2
crossing_90_a_01,180.562,0.5,0.913368,2
crossing_90_a_01,181.062,0.25,0.894016,1
crossing_90_a_01,181.562,0.25,0.900007,1
crossing_90_a_01,182.062,0.25,0.738307,1
crossing_90_a_01,182.562,0.5,0.839951,2
crossing_90_a_01,183.062,0.75,0.865867,3
crossing_90_a_01,183.562,0.75,0.902595,3
crossing_90_a_01,184.062,0.75,0.904667,3
crossing_90_a_01,184.562,0.5,0.896708,2
crossing_90_a_01,186.062,0.25,0.816273,1
crossing_90_a_01,186.562,0.75,0.816541,3
crossing_90_a_01,187.062,0.75,0.83308,3
crossing_90_a_01,187.562,0.75,0.837461,3
crossing_90_a_01,188.062,0.75,0.865167,3
crossing_90_a_01,188.562,0.5,0.907212,2
crossing_90_a_01,189.562,0.25,0.842682,1
crossing_90_a_01,190.062,0.5,0.86819,2
crossing_90_a_01,190.562,0.75,0.782092,3
crossing_90_a_01,191.062,0.75,0.768279,3
crossing_90_a_01,191.562,0.75,0.786809,3
crossing_90_a_01,192.062,0.5,0.902623,2
crossing_90_a_01,194.062,0.25,0.749656,1
crossing_90_a_01,194.562,0.5,0.80883,2
crossing_90_a_01,195.062,1,0.798486,4
crossing_90_a_01,195.562,1,0.813373,4
crossing_90_a_01,196.062,1,0.79432,4
crossing_90_a_01,196.562,1,0.670589,4
crossing_90_a_01,197.062,1,0.594501,4
crossing_90_a_01,197.562,0.5,0.264388,2
crossing_90_a_01,198.062,0.5,0.616197,2
crossing_90_a_01,198.562,0.75,0.742141,3
crossing_90_a_01,199.062,0.75,0.88682,3
crossing_90_a_01,199.562,0.75,0.935089,3
crossing_90_a_01,200.062,0.75,0.921506,3
crossing_90_a_01,200.562,0.5,0.973384,2
crossing_90_a_01,201.062,0.25,0.935312,1
crossing_90_a_01,201.562,0.25,0.944726,1
crossing_90_a_01,202.062,0.25,0.872503,1
crossing_90_a_01,202.562,0.25,0.918868,1
crossing_90_a_01,203.062,0.25,0.942288,1
crossing_90_a_01,203.562,0.25,0.971938,1
crossing_90_a_01,204.062,0.25,0.967706,1
crossing_90_a_01,204.562,0.5,0.854158,2
crossing_90_a_01,205.062,0.5,0.821183,2
crossing_90_a_01,205.562,0.75,0.835969,3
crossing_90_a_01,206.062,0.75,0.784768,3
crossing_90_a_01,206.562,1,0.854608,4
crossing_90_a_01,207.062,0.75,0.916051,3
crossing_90_a_01,207.562,0.75,0.916394,3
crossing_90_a_01,208.062,0.75,0.880819,3
crossing_90_a_01,208.562,0.5,0.998799,2
crossing_90_a_01,209.062,0.5,1.00697,2
crossing_90_a_01,209.562,0.5,1.00906,2
crossing_90_a_01,210.062,0.25,0.919665,1
crossing_90_a_01,210.562,0.5,0.916668,2
crossing_90_a_01,211.062,0.5,0.925447,2
crossing_90_a_01,211.562,0.5,0.942869,2
crossing_90_a_01,212.062,0.25,0.991174,1
crossing_90_a_01,213.062,0.25,0.899312,1
crossing_90_a_01,213.562,0.25,0.918684,1
crossing_90_a_01,214.062,0.5,0.900059,2
crossing_90_a_01,214.562,0.75,0.862776,3
crossing_90_a_01,215.062,0.75,0.900544,3
crossing_90_a_01,215.562,0.75,0.878737,3
crossing_90_a_01,216.062,0.75,0.881953,3
crossing_90_a_01,216.562,0.75,0.872863,3
crossing_90_a_01,217.062,0.25,0.917196,1
crossing_90_a_01,217.562,0.25,0.930781,1
crossing_90_a_01,218.062,0.5,0.932502,2
crossing_90_a_01,218.562,0.75,0.956351,3
crossing_90_a_01,219.062,0.5,0.984321,2
crossing_90_a_01,219.562,0.5,1.00586,2
crossing_90_a_01,220.062,0.25,1.12947,1
crossing_90_a_01,220.562,0.25,0.91485,1
crossing_90_a_01,221.062,0.25,0.914305,1
crossing_90_a_01,221.562,0.5,0.984545,2
crossing_90_a_01,222.062,0.5,0.98152,2
crossing_90_a_01,222.562,0.25,0.985312,1
crossing_90_a_01,223.062,0.75,0.856283,3
crossing_90_a_01,223.562,0.5,0.771691,2
crossing_90_a_01,224.062,0.5,0.776492,2
crossing_90_a_01,224.562,0.5,0.807844,2
crossing_90_a_01,225.062,0.75,0.813902,3
crossing_90_a_01,225.562,0.75,0.817667,3
crossing_90_a_01,226.062,0.5,0.864121,2
crossing_90_a_01,226.562,0.5,0.871636,2
crossing_90_a_01,227.062,0.5,0.861972,2
crossing_90_a_01,228.062,0.25,0.796287,1
crossing_90_a_01,228.562,0.75,0.802295,3
crossing_90_a_01,229.062,0.75,0.751754,3
crossing_90_a_01,229.562,1,0.798153,4
crossing_90_a_01,230.062,1,0.752092,4
crossing_90_a_01,230.562,1,0.76827,4
crossing_90_a_01,231.062,0.5,0.796399,2
crossing_90_a_01,231.562,0.25,0.878027,1
crossing_90_a_01,232.062,0.5,1.0087,2
crossing_90_a_01,232.562,0.5,1.031,2
crossing_90_a_01,233.062,0.25,1.06112,1
crossing_90_a_01,233.562,0.5,1.0353,2
crossing_90_a_01,234.062,0.5,0.943398,2
crossing_90_a_01,234.562,0.75,0.911886,3
crossing_90_a_01,235.062,0.75,0.909469,3
crossing_90_a_01,235.562,0.5,0.886374,2
crossing_90_a_01,236.062,0.25,0.875812,1
crossing_90_a_01,236.562,0.25,0.898346,1
crossing_90_a_01,237.062,0.25,0.884837,1
crossing_90_a_01,237.562,0.5,0.860929,2
crossing_90_a_01,238.062,0.5,0.849172,2
crossing_90_a_01,238.562,0.5,0.854026,2
crossing_90_a_01,239.062,0.25,0.789522,1
crossing_90_a_01,239.562,0.5,0.839436,2
crossing_90_a_01,240.062,0.5,0.903846,2
crossing_90_a_01,240.562,0.5,0.904804,2
crossing_90_a_01,241.062,0.5,0.906178,2
crossing_90_a_01,241.562,0.25,0.922946,1
crossing_90_a_01,242.062,0.25,0.92674,1
crossing_90_a_01,242.562,0.25,0.889757,1
crossing_90_a_01,243.062,0.25,0.932566,1
crossing_90_a_01,243.562,0.25,0.904531,1
crossing_90_a_01,244.062,0.25,0.88058,1
crossing_90_a_01,244.562,0.25,0.805489,1
crossing_90_a_01,245.062,1,0.843263,4
crossing_90_a_01,245.562,1,0.85865,4
crossing_90_a_01,246.062,1,0.872361,4
crossing_90_a_01,246.562,0.75,0.881336,3
crossing_90_a_01,247.062,0.25,0.791408,1
crossing_90_a_01,248.562,0.25,0.831006,1
crossing_90_a_01,249.062,0.5,0.80289,2
crossing_90_a_01,249.562,0.75,0.880869,3
crossing_90_a_01,250.062,1,0.879848,4
crossing_90_a_01,250.562,1,0.907641,4
crossing_90_a_01,251.062,0.5,0.882281,2
crossing_90_a_01,251.562,0.25,0.887601,1
crossing_90_a_01,252.562,0.5,0.924586,2
crossing_90_a_01,253.062,0.5,0.926636,2
crossing_90_a_01,253.562,0.5,0.943926,2
crossing_90_a_01,254.062,0.5,0.950229,2
crossing_90_a_01,254.562,0.25,0.974694,1
crossing_90_a_01,255.062,0.25,0.957916,1
crossing_90_a_01,255.562,0.75,0.907227,3
crossing_90_a_01,256.062,0.75,0.907757,3
crossing_90_a_01,256.562,0.75,0.903789,3
crossing_90_a_01,257.062,0.75,0.921126,3
crossing_90_a_01,257.562,0.5,0.897025,2
crossing_90_a_01,258.062,0.25,0.98924,1
crossing_90_a_01,259.562,0.25,0.818326,1
crossing_90_a_01,260.062,0.5,0.760425,2
crossing_90_a_01,260.562,0.75,0.801913,3
crossing_90_a_01,261.062,1,0.859788,4
crossing_90_a_01,261.562,1,0.869817,4
crossing_90_a_01,262.062,0.75,0.891804,3
crossing_90_a_01,262.562,0.25,1.04927,1
crossing_90_a_01,263.062,0.25,0.944928,1
crossing_90_a_01,263.562,0.25,0.938287,1
crossing_90_a_01,264.062,0.25,0.959606,1
crossing_90_a_01,264.562,0.25,0.934681,1
crossing_90_a_01,265.562,0.25,0.796159,1
crossing_90_a_01,266.062,0.5,0.724872,2
crossing_90_a_01,266.562,0.75,0.591671,3
crossing_90_a_01,267.062,0.75,0.460845,3
crossing_90_a_01,267.562,0.75,0.344415,3
crossing_90_a_01,268.062,0.75,0.249718,3
crossing_90_a_01,268.562,0.5,0.0304304,2
crossing_90_a_01,269.062,0.5,0.0175144,2
crossing_90_a_02,10.562,0.25,1.04802,1
crossing_90_a_02,11.062,0.25,0.995364,1
crossing_90_a_02,11.562,0.25,0.969532,1
crossing_90_a_02,12.062,0.25,1.0115,1
crossing_90_a_02,12.562,0.75,0.882914,3
crossing_90_a_02,13.062,1,0.859,4
crossing_90_a_02,13.562,1,0.873831,4
crossing_90_a_02,14.062,1.25,0.843396,5
crossing_90_a_02,14.562,1,0.808218,4
crossing_90_a_02,15.062,0.75,0.784921,3
crossing_90_a_02,15.562,0.75,0.855173,3
crossing_90_a_02,16.062,1,0.892411,4
crossing_90_a_02,16.562,1,0.882521,4
crossing_90_a_02,17.062,1.25,0.875469,5
crossing_90_a_02,17.562,1,0.870043,4
crossing_90_a_02,18.062,1,0.760603,4
crossing_90_a_02,18.562,1.75,0.741751,7
crossing_90_a_02,19.062,1.75,0.635789,7
crossing_90_a_02,19.562,1.75,0.552573,7
crossing_90_a_02,20.062,1.75,0.55969,7
crossing_90_a_02,20.562,2,0.618463,8
crossing_90_a_02,21.062,2.25,0.649282,9
crossing_90_a_02,21.562,2,0.574674,8
crossing_90_a_02,22.062,1.5,0.595675,6
crossing_90_a_02,22.562,1.5,0.587082,6
crossing_90_a_02,23.062,1.5,0.628611,6
crossing_90_a_02,23.562,1.75,0.640218,7
crossing_90_a_02,24.062,1.75,0.581018,7
crossing_90_a_02,24.562,1.75,0.562878,7
crossing_90_a_02,25.062,1.25,0.537458,5
crossing_90_a_02,25.562,1.5,0.555494,6
crossing_90_a_02,26.062,2,0.48149,8
crossing_90_a_02,26.562,1.75,0.452046,7
crossing_90_a_02,27.062,1.75,0.404909,7
crossing_90_a_02,27.562,2.25,0.415305,9
crossing_90_a_02,28.062,2.25,0.426279,9
crossing_90_a_02,28.562,2.25,0.389407,9
crossing_90_a_02,29.062,2.25,0.409726,9
crossing_90_a_02,29.562,2.25,0.461156,9
crossing_90_a_02,30.062,2.25,0.530177,9
crossing_90_a_02,30.562,2.25,0.465746,9
crossing_90_a_02,31.062,2.5,0.501876,10
crossing_90_a_02,31.562,2,0.447186,8
crossing_90_a_02,32.062,2.75,0.387521,11
crossing_90_a_02,32.562,2.75,0.416271,11
crossing_90_a_02,33.062,3,0.445457,12
crossing_90_a_02,33.562,2.75,0.42548,11
crossing_90_a_02,34.062,3.5,0.455858,14
crossing_90_a_02,34.562,2.75,0.441303,11
crossing_90_a_02,35.062,2.75,0.504582,11
crossing_90_a_02,35.562,2.75,0.514725,11
crossing_90_a_02,36.062,2.25,0.539734,9
crossing_90_a_02,36.562,1.75,0.483389,7
crossing_90_a_02,37.062,2.25,0.410119,9
crossing_90_a_02,37.562,2.25,0.429493,9
crossing_90_a_02,38.062,2,0.405405,8
crossing_90_a_02,38.562,2.25,0.402467,9
crossing_90_a_02,39.062,2.5,0.382645,10
crossing_90_a_02,39.562,2.5,0.344998,10
crossing_90_a_02,40.062,2.25,0.321983,9
crossing_90_a_02,40.562,2.25,0.364287,9
crossing_90_a_02,41.062,2.25,0.415815,9
crossing_90_a_02,41.562,2.25,0.413313,9
crossing_90_a_02,42.062,2.25,0.429151,9
crossing_90_a_02,42.562,2.75,0.42023,11
crossing_90_a_02,43.062,2.75,0.399676,11
crossing_90_a_02,43.562,2.75,0.374723,11
crossing_90_a_02,44.062,3.25,0.369956,13
crossing_90_a_02,44.562,3.5,0.421412,14
crossing_90_a_02,45.062,3,0.416227,12
crossing_90_a_02,45.562,2.75,0.417458,11
crossing_90_a_02,46.062,3,0.382389,12
crossing_90_a_02,46.562,2.5,0.368381,10
crossing_90_a_02,47.062,2.25,0.362359,9
crossing_90_a_02,47.562,2.5,0.346849,10
crossing_90_a_02,48.062,2.5,0.351329,10
crossing_90_a_02,48.562,3.25,0.330985,13
crossing_90_a_02,49.062,3.5,0.367202,14
crossing_90_a_02,49.562,2.75,0.382194,11
crossing_90_a_02,50.062,2.75,0.406069,11
crossing_90_a_02,50.562,2.75,0.413355,11
crossing_90_a_02,51.062,1.75,0.315792,7
