run,t_s,rho_per_m2,speed_mps,n_in_area
crossing_90_a_09,167.688,0.75,0.796872,3
crossing_90_a_09,168.188,0.75,0.863278,3
crossing_90_a_09,168.688,1,0.829162,4
crossing_90_a_09,169.188,1.25,0.773361,5
crossing_90_a_09,169.688,1.25,0.798309,5
crossing_90_a_09,170.188,1.25,0.825242,5
crossing_90_a_09,170.688,1,0.856455,4
crossing_90_a_09,171.188,0.5,0.788465,2
crossing_90_a_09,171.688,0.5,0.822352,2
crossing_90_a_09,172.188,0.75,0.822552,3
crossing_90_a_09,172.688,0.5,0.837501,2
crossing_90_a_09,173.188,1.25,0.741387,5
crossing_90_a_09,173.688,1.25,0.724256,5
crossing_90_a_09,174.188,1.25,0.727506,5
crossing_90_a_09,174.688,0.5,0.589016,2
crossing_90_a_09,175.188,1,0.672041,4
crossing_90_a_09,175.688,1.25,0.636916,5
crossing_90_a_09,176.188,0.75,0.436556,3
crossing_90_a_09,176.688,0.75,0.479955,3
crossing_90_a_09,177.188,1,0.515209,4
crossing_90_a_09,177.688,1.5,0.516437,6
crossing_90_a_09,178.188,1.5,0.518064,6
crossing_90_a_09,178.688,1,0.468511,4
crossing_90_a_09,179.188,1.25,0.553732,5
crossing_90_a_09,179.688,1.5,0.592893,6
crossing_90_a_09,180.188,1.75,0.582413,7
crossing_90_a_09,180.688,1,0.522797,4
crossing_90_a_09,181.188,0.75,0.567232,3
crossing_90_a_09,181.688,1.25,0.610997,5
crossing_90_a_09,182.188,1,0.588603,4
crossing_90_a_09,182.688,1.25,0.578799,5
crossing_90_a_09,183.188,1,0.60697,4
crossing_90_a_09,183.688,0.75,0.557222,3
crossing_90_a_09,184.188,0.75,0.597156,3
crossing_90_a_09,184.688,0.5,0.635517,2
crossing_90_a_09,185.188,0.5,0.71507,2
crossing_90_a_09,185.688,0.25,0.811402,1
crossing_90_a_10,11.5,0.25,0.952041,1
crossing_90_a_10,12,0.5,0.938804,2
crossing_90_a_10,12.5,0.75,0.93133,3
crossing_90_a_10,13,0.75,0.971605,3
crossing_90_a_10,13.5,1.5,0.93265,6
crossing_90_a_10,14,1,0.857077,4
crossing_90_a_10,14.5,1.25,0.77594,5
crossing_90_a_10,15,1.25,0.803328,5
crossing_90_a_10,15.5,1.25,0.874956,5
crossing_90_a_10,16,0.75,0.900161,3
crossing_90_a_10,16.5,0.75,0.814038,3
crossing_90_a_10,17,0.75,0.854406,3
crossing_90_a_10,17.5,1,0.820763,4
crossing_90_a_10,18,1,0.750976,4
crossing_90_a_10,18.5,1.5,0.723366,6
crossing_90_a_10,19,2,0.739041,8
crossing_90_a_10,19.5,1.5,0.724287,6
crossing_90_a_10,20,1.5,0.717461,6
crossing_90_a_10,20.5,1.5,0.773074,6
crossing_90_a_10,21,0.75,0.694161,3
crossing_90_a_10,21.5,1,0.675079,4
crossing_90_a_10,22,1.25,0.642218,5
crossing_90_a_10,22.5,1.5,0.652059,6
crossing_90_a_10,23,1.25,0.652629,5
crossing_90_a_10,23.5,1.5,0.619056,6
crossing_90_a_10,24,1.5,0.614928,6
crossing_90_a_10,24.5,1.5,0.645517,6
crossing_90_a_10,25,1.5,0.687335,6
crossing_90_a_10,25.5,2,0.706357,8
crossing_90_a_10,26,2,0.685471,8
crossing_90_a_10,26.5,2,0.685102,8
crossing_90_a_10,27,1.75,0.688501,7
crossing_90_a_10,27.5,1.5,0.713078,6
crossing_90_a_10,28,1.25,0.665601,5
crossing_90_a_10,28.5,1.25,0.661606,5
crossing_90_a_10,29,1.75,0.596095,7
crossing_90_a_10,29.5,1.75,0.512285,7
crossing_90_a_10,30,1.75,0.533602,7
crossing_90_a_10,30.5,1.75,0.530354,7
crossing_90_a_10,31,2,0.524229,8
crossing_90_a_10,31.5,2.25,0.521689,9
crossing_90_a_10,32,2.25,0.514177,9
crossing_90_a_10,32.5,2.25,0.507733,9
crossing_90_a_10,33,1.75,0.494691,7
crossing_90_a_10,33.5,2,0.500576,8
crossing_90_a_10,34,1.75,0.501545,7
crossing_90_a_10,34.5,1.75,0.507439,7
crossing_90_a_10,35,2.25,0.506743,9
crossing_90_a_10,35.5,2.25,0.509991,9
crossing_90_a_10,36,2.25,0.456908,9
crossing_90_a_10,36.5,2.5,0.467863,10
crossing_90_a_10,37,2.5,0.471579,10
crossing_90_a_10,37.5,2,0.450842,8
crossing_90_a_10,38,2.25,0.452846,9
crossing_90_a_10,38.5,2,0.45752,8
crossing_90_a_10,39,2.5,0.492507,10
crossing_90_a_10,39.5,2.25,0.494196,9
crossing_90_a_10,40,2.25,0.517512,9
crossing_90_a_10,40.5,2,0.486985,8
crossing_90_a_10,41,1.75,0.454428,7
crossing_90_a_10,41.5,1.75,0.449625,7
crossing_90_a_10,42,2,0.499598,8
crossing_90_a_10,42.5,1.5,0.506362,6
crossing_90_a_10,43,1.25,0.498034,5
crossing_90_a_10,43.5,1.25,0.541939,5
crossing_90_a_10,44,1.75,0.57085,7
crossing_90_a_10,44.5,1.5,0.58015,6
crossing_90_a_10,45,1.5,0.548958,6
crossing_90_a_10,45.5,1,0.445277,4
crossing_90_a_10,46,1.25,0.457684,5
crossing_90_a_10,46.5,1.5,0.483869,6
crossing_90_a_10,47,1,0.425947,4
crossing_90_a_10,47.5,1.5,0.530406,6
crossing_90_a_10,48,1.75,0.51213,7
crossing_90_a_10,48.5,1.5,0.45475,6
crossing_90_a_10,49,2,0.462742,8
crossing_90_a_10,49.5,2.5,0.395237,10
crossing_90_a_10,50,2.25,0.392513,9
crossing_90_a_10,50.5,2.25,0.410257,9
crossing_90_a_10,51,2.25,0.431606,9
crossing_90_a_10,51.5,2,0.388755,8
crossing_90_a_10,52,2,0.400681,8
crossing_90_a_10,52.5,1.75,0.354634,7
crossing_90_a_10,53,2.25,0.382433,9
crossing_90_a_10,53.5,2,0.372512,8
crossing_90_a_10,54,2.25,0.347092,9
crossing_90_a_10,54.5,2.5,0.390492,10
crossing_90_a_10,55,1.75,0.431353,7
crossing_90_a_10,55.5,1.75,0.406451,7
crossing_90_a_10,56,1.75,0.398745,7
crossing_90_a_10,56.5,1.5,0.463906,6
crossing_90_a_10,57,2,0.416462,8
crossing_90_a_10,57.5,1.75,0.414188,7
crossing_90_a_10,58,2,0.416747,8
crossing_90_a_10,58.5,1.75,0.481259,7
crossing_90_a_10,59,1.75,0.462885,7
crossing_90_a_10,59.5,1.5,0.458825,6
crossing_90_a_10,60,1.75,0.520931,7
crossing_90_a_10,60.5,2,0.53918,8
crossing_90_a_10,61,1.75,0.468267,7
crossing_90_a_10,61.5,2,0.498548,8
crossing_90_a_10,62,2,0.468779,8
crossing_90_a_10,62.5,1.75,0.455113,7
crossing_90_a_10,63,2.25,0.45833,9
crossing_90_a_10,63.5,2.25,0.40728,9
crossing_90_a_10,64,2.25,0.455457,9
crossing_90_a_10,64.5,2,0.436347,8
crossing_90_a_10,65,2,0.493019,8
crossing_90_a_10,65.5,2,0.450778,8
crossing_90_a_10,66,1.75,0.417197,7
crossing_90_a_10,66.5,2,0.388793,8
crossing_90_a_10,67,2.5,0.41112,10
crossing_90_a_10,67.5,2,0.410691,8
crossing_90_a_10,68,2,0.446581,8
crossing_90_a_10,68.5,2,0.508223,8
crossing_90_a_10,69,1.75,0.482127,7
crossing_90_a_10,69.5,1.75,0.484662,7
crossing_90_a_10,70,2,0.524622,8
crossing_90_a_10,70.5,2.25,0.502752,9
crossing_90_a_10,71,2,0.52648,8
crossing_90_a_10,71.5,1.75,0.513408,7
crossing_90_a_10,72,1.75,0.470459,7
crossing_90_a_10,72.5,2.25,0.516537,9
crossing_90_a_10,73,1.75,0.486345,7
crossing_90_a_10,73.5,2,0.442522,8
crossing_90_a_10,74,1.75,0.497905,7
crossing_90_a_10,74.5,1.5,0.446154,6
crossing_90_a_10,75,1.75,0.455365,7
crossing_90_a_10,75.5,1.75,0.5009,7
crossing_90_a_10,76,1,0.485292,4
crossing_90_a_10,76.5,1.25,0.545505,5
crossing_90_a_10,77,1.5,0.579619,6
crossing_90_a_10,77.5,1,0.528076,4
crossing_90_a_10,78,1.25,0.541371,5
crossing_90_a_10,78.5,0.5,0.652787,2
crossing_90_a_10,79,1,0.557284,4
crossing_90_a_10,79.5,1.5,0.511026,6
crossing_90_a_10,80,1.75,0.501383,7
crossing_90_a_10,80.5,2.25,0.480282,9
crossing_90_a_10,81,2.25,0.455025,9
crossing_90_a_10,81.5,2.5,0.459211,10
crossing_90_a_10,82,2.5,0.411684,10
crossing_90_a_10,82.5,2.5,0.388703,10
crossing_90_a_10,83,2.75,0.386504,11
crossing_90_a_10,83.5,3,0.359513,12
crossing_90_a_10,84,3,0.362552,12
crossing_90_a_10,84.5,2.75,0.36328,11
crossing_90_a_10,85,2.25,0.346123,9
crossing_90_a_10,85.5,2.25,0.405029,9
crossing_90_a_10,86,2.25,0.4384,9
crossing_90_a_10,86.5,1.75,0.383841,7
crossing_90_a_10,87,1.75,0.373273,7
crossing_90_a_10,87.5,2,0.32817,8
crossing_90_a_10,88,2,0.33848,8
crossing_90_a_10,88.5,2.75,0.384559,11
crossing_90_a_10,89,2.25,0.356619,9
crossing_90_a_10,89.5,2,0.290705,8
crossing_90_a_10,90,2.5,0.301558,10
crossing_90_a_10,90.5,2.75,0.338618,11
crossing_90_a_10,91,2.5,0.34704,10
crossing_90_a_10,91.5,2.75,0.332519,11
crossing_90_a_10,92,2.75,0.337397,11
crossing_90_a_10,92.5,2.75,0.354899,11
crossing_90_a_10,93,2.75,0.376339,11
crossing_90_a_10,93.5,2.75,0.414381,11
crossing_90_a_10,94,2.25,0.345605,9
crossing_90_a_10,94.5,2.25,0.390537,9
crossing_90_a_10,95,2.75,0.39676,11
crossing_90_a_10,95.5,2.5,0.394704,10
crossing_90_a_10,96,2.5,0.388937,10
crossing_90_a_10,96.5,1.75,0.366957,7
crossing_90_a_10,97,1.75,0.389944,7
crossing_90_a_10,97.5,1.5,0.372038,6
crossing_90_a_10,98,2,0.401777,8
crossing_90_a_10,98.5,1.75,0.351579,7
crossing_90_a_10,99,1.75,0.332522,7
crossing_90_a_10,99.5,2,0.372276,8
crossing_90_a_10,100,2,0.39755,8
crossing_90_a_10,100.5,2.25,0.414681,9
crossing_90_a_10,101,2,0.384711,8
crossing_90_a_10,101.5,2,0.366202,8
crossing_90_a_10,102,2.25,0.359265,9
crossing_90_a_10,102.5,1.5,0.342656,6
crossing_90_a_10,103,1.25,0.342722,5
crossing_90_a_10,103.5,1.75,0.435976,7
crossing_90_a_10,104,1.5,0.528657,6
crossing_90_a_10,104.5,2,0.576025,8
crossing_90_a_10,105,1.25,0.529638,5
crossing_90_a_10,105.5,1.25,0.551936,5
crossing_90_a_10,106,1.25,0.550543,5
crossing_90_a_10,106.5,1.25,0.542726,5
crossing_90_a_10,107,1.25,0.563095,5
crossing_90_a_10,107.5,1.5,0.54434,6
crossing_90_a_10,108,1.75,0.478897,7
crossing_90_a_10,108.5,2.25,0.475469,9
crossing_90_a_10,109,1.75,0.476706,7
crossing_90_a_10,109.5,1.75,0.546801,7
crossing_90_a_10,110,1.5,0.61299,6
crossing_90_a_10,110.5,1.25,0.630165,5
crossing_90_a_10,111,1,0.64466,4
crossing_90_a_10,111.5,1,0.576805,4
crossing_90_a_10,112,0.75,0.576828,3
crossing_90_a_10,112.5,0.75,0.607356,3
crossing_90_a_10,113,1.5,0.62622,6
crossing_90_a_10,113.5,1.5,0.602963,6
crossing_90_a_10,114,1.5,0.559098,6
crossing_90_a_10,114.5,1,0.506252,4
crossing_90_a_10,115,1.5,0.560466,6
crossing_90_a_10,115.5,1.25,0.607523,5
crossing_90_a_10,116,1.25,0.608159,5
crossing_90_a_10,116.5,1.25,0.657139,5
crossing_90_a_10,117,1.25,0.750383,5
crossing_90_a_10,117.5,1.25,0.752329,5
crossing_90_a_10,118,1,0.720823,4
crossing_90_a_10,118.5,1,0.776415,4
crossing_90_a_10,119,0.5,0.811398,2
crossing_90_a_10,119.5,0.5,0.871012,2
crossing_90_a_10,120,0.5,0.858134,2
crossing_90_a_10,120.5,0.75,0.862497,3
crossing_90_a_10,121,0.5,0.871575,2
crossing_90_a_10,121.5,0.75,0.759026,3
crossing_90_a_10,122,0.75,0.86074,3
crossing_90_a_10,122.5,0.75,0.853145,3
crossing_90_a_10,123,0.75,0.874778,3
crossing_90_a_10,123.5,0.75,0.928513,3
crossing_90_a_10,124,0.5,0.849787,2
crossing_90_a_10,124.5,0.5,0.810655,2
crossing_90_a_10,125,0.5,0.783901,2
crossing_90_a_10,125.5,0.5,0.764159,2
crossing_90_a_10,126,0.5,0.784216,2
crossing_90_a_10,126.5,0.5,0.7949,2
crossing_90_a_10,127,0.5,0.807907,2
crossing_90_a_10,127.5,0.5,0.828503,2
crossing_90_a_10,128,0.5,0.759709,2
crossing_90_a_10,128.5,0.75,0.669738,3
crossing_90_a_10,129,0.75,0.627788,3
crossing_90_a_10,129.5,1,0.738342,4
crossing_90_a_10,130,1.25,0.787462,5
crossing_90_a_10,130.5,0.75,0.75322,3
crossing_90_a_10,131,0.5,0.733121,2
crossing_90_a_10,131.5,1.25,0.739552,5
crossing_90_a_10,132,1,0.692894,4
crossing_90_a_10,132.5,1,0.713975,4
crossing_90_a_10,133,0.75,0.793598,3
crossing_90_a_10,133.5,1,0.777065,4
crossing_90_a_10,134,0.75,0.881099,3
crossing_90_a_10,134.5,0.75,0.81869,3
crossing_90_a_10,135,0.75,0.786432,3
crossing_90_a_10,135.5,1.25,0.734201,5
crossing_90_a_10,136,1,0.738026,4
crossing_90_a_10,136.5,1.25,0.735261,5
crossing_90_a_10,137,0.75,0.737141,3
crossing_90_a_10,137.5,0.5,0.730466,2
crossing_90_a_10,138,0.5,0.674151,2
crossing_90_a_10,138.5,0.75,0.700667,3
crossing_90_a_10,139,1,0.651809,4
crossing_90_a_10,139.5,1.5,0.687709,6
crossing_90_a_10,140,1.25,0.691475,5
crossing_90_a_10,140.5,1.25,0.720924,5
crossing_90_a_10,141,1,0.760158,4
crossing_90_a_10,141.5,1.25,0.818646,5
crossing_90_a_10,142,0.75,0.811743,3
crossing_90_a_10,142.5,0.5,0.777212,2
crossing_90_a_10,143,0.75,0.781346,3
crossing_90_a_10,143.5,0.75,0.853812,3
crossing_90_a_10,144,0.5,0.848545,2
crossing_90_a_10,144.5,0.5,0.868086,2
crossing_90_a_10,145,0.5,0.899954,2
crossing_90_a_10,145.5,0.5,0.876527,2
crossing_90_a_10,146,0.5,0.88503,2
crossing_90_a_10,146.5,0.25,0.872252,1
crossing_90_a_10,147,0.25,0.87075,1
crossing_90_a_10,147.5,0.25,0.941277,1
crossing_90_a_10,148,0.25,0.931967,1
crossing_90_a_10,148.5,0.5,0.951933,2
crossing_90_a_10,149,0.5,0.954252,2
crossing_90_a_10,149.5,0.25,1.01293,1
crossing_90_a_10,150,0.25,0.981744,1
crossing_90_a_10,151,0.25,0.944866,1
crossing_90_a_10,151.5,0.25,0.953365,1
crossing_90_a_10,152,0.25,1.00084,1
crossing_90_a_10,152.5,0.25,0.992206,1
crossing_90_a_10,153,0.25,0.987606,1
crossing_90_b_02,11.625,0.25,0.939146,1
crossing_90_b_02,12.125,0.5,1.0315,2
crossing_90_b_02,12.625,0.5,1.01985,2
crossing_90_b_02,13.125,0.5,1.03637,2
crossing_90_b_02,13.625,0.25,0.904628,1
crossing_90_b_02,14.125,0.25,0.760777,1
crossing_90_b_02,15.125,0.25,0.867047,1
crossing_90_b_02,15.625,0.25,0.862819,1
crossing_90_b_02,16.125,0.25,0.866649,1
crossing_90_b_02,16.625,0.25,0.872461,1
crossing_90_b_02,17.125,0.25,0.975831,1
crossing_90_b_02,17.625,0.25,0.98532,1
crossing_90_b_02,18.125,0.5,0.939474,2
crossing_90_b_02,18.625,0.5,0.974964,2
crossing_90_b_02,19.125,0.5,0.761666,2
crossing_90_b_02,19.625,0.75,0.732186,3
crossing_90_b_02,20.125,0.5,0.632348,2
crossing_90_b_02,20.625,0.75,0.700109,3
crossing_90_b_02,21.125,0.5,0.77145,2
crossing_90_b_02,21.625,0.75,0.813835,3
crossing_90_b_02,22.125,0.5,0.830843,2
crossing_90_b_02,22.625,0.5,0.879854,2
crossing_90_b_02,23.125,0.5,0.943306,2
crossing_90_b_02,23.625,0.25,0.913001,1
crossing_90_b_02,24.125,0.25,0.900072,1
crossing_90_b_02,24.625,0.25,0.888603,1
crossing_90_b_02,26.125,0.5,0.942189,2
crossing_90_b_02,26.625,0.25,1.01153,1
crossing_90_b_02,27.125,0.25,0.990419,1
crossing_90_b_02,27.625,0.25,0.977792,1
crossing_90_b_02,28.125,0.25,0.923265,1
crossing_90_b_02,28.625,0.5,0.847802,2
crossing_90_b_02,29.125,0.5,0.844085,2
crossing_90_b_02,29.625,0.75,0.873272,3
crossing_90_b_02,30.125,0.5,0.813207,2
crossing_90_b_02,30.625,0.75,0.828288,3
crossing_90_b_02,31.125,1,0.92142,4
crossing_90_b_02,31.625,0.5,0.880972,2
crossing_90_b_02,32.125,0.5,0.934502,2
crossing_90_b_02,32.625,0.25,1.03638,1
crossing_90_b_02,33.125,0.5,0.931049,2
crossing_90_b_02,33.625,0.5,0.863371,2
crossing_90_b_02,34.125,0.5,0.874475,2
crossing_90_b_02,34.625,0.5,0.856251,2
crossing_90_b_02,35.125,0.25,0.867931,1
crossing_90_b_02,36.125,0.25,0.857166,1
crossing_90_b_02,36.625,0.5,0.757694,2
crossing_90_b_02,37.125,0.75,0.64686,3
crossing_90_b_02,37.625,0.75,0.642866,3
crossing_90_b_02,38.125,0.75,0.703329,3
crossing_90_b_02,38.625,0.75,0.809184,3
crossing_90_b_02,39.125,0.5,0.865293,2
crossing_90_b_02,39.625,0.5,0.857156,2
crossing_90_b_02,40.125,0.5,0.87343,2
crossing_90_b_02,40.625,0.75,0.855866,3
crossing_90_b_02,41.125,0.5,0.802097,2
crossing_90_b_02,41.625,0.75,0.850344,3
crossing_90_b_02,42.125,0.5,0.864746,2
crossing_90_b_02,42.625,0.25,0.84383,1
crossing_90_b_02,43.125,0.25,0.889729,1
crossing_90_b_02,43.625,0.5,0.874044,2
crossing_90_b_02,44.125,0.5,0.814167,2
crossing_90_b_02,44.625,0.75,0.807894,3
crossing_90_b_02,45.125,0.75,0.779573,3
crossing_90_b_02,45.625,0.75,0.752922,3
crossing_90_b_02,46.125,0.75,0.749318,3
crossing_90_b_02,46.625,1,0.720023,4
crossing_90_b_02,47.125,0.75,0.739653,3
crossing_90_b_02,47.625,0.75,0.766579,3
crossing_90_b_02,48.125,0.75,0.823844,3
crossing_90_b_02,48.625,0.5,0.882831,2
crossing_90_b_02,49.125,0.5,0.842014,2
crossing_90_b_02,49.625,0.25,0.83356,1
crossing_90_b_02,50.125,0.5,0.780945,2
crossing_90_b_02,50.625,0.5,0.797463,2
crossing_90_b_02,51.125,0.5,0.910783,2
crossing_90_b_02,51.625,0.5,0.909928,2
crossing_90_b_02,52.125,0.5,0.81609,2
crossing_90_b_02,52.625,0.75,0.807883,3
crossing_90_b_02,53.125,0.5,0.788249,2
crossing_90_b_02,53.625,0.5,0.873725,2
crossing_90_b_02,54.125,0.75,0.830484,3
crossing_90_b_02,54.625,0.25,0.956797,1
crossing_90_b_02,55.625,0.75,0.823381,3
crossing_90_b_02,56.125,0.75,0.856804,3
crossing_90_b_02,56.625,0.75,0.810314,3
crossing_90_b_02,57.125,0.75,0.683804,3
crossing_90_b_02,57.625,0.75,0.759866,3
crossing_90_b_02,58.125,0.5,0.726756,2
crossing_90_b_02,58.625,0.5,0.735105,2
crossing_90_b_02,59.125,0.75,0.778175,3
crossing_90_b_02,59.625,0.25,0.708967,1
crossing_90_b_02,60.125,0.5,0.844508,2
crossing_90_b_02,60.625,0.75,0.877749,3
crossing_90_b_02,61.125,0.75,0.878914,3
crossing_90_b_02,61.625,0.75,0.984305,3
crossing_90_b_02,62.125,0.5,1.06506,2
crossing_90_b_02,62.625,0.25,1.03984,1
crossing_90_b_02,64.125,0.25,0.82342,1
crossing_90_b_02,64.625,0.25,0.820664,1
crossing_90_b_02,65.125,0.75,0.827428,3
crossing_90_b_02,65.625,0.25,0.846884,1
crossing_90_b_02,66.125,0.75,0.869034,3
crossing_90_b_02,66.625,0.75,0.850911,3
crossing_90_b_02,67.125,0.5,0.841059,2
crossing_90_b_02,67.625,0.5,0.853231,2
crossing_90_b_02,68.125,0.75,0.909236,3
crossing_90_b_02,68.625,0.75,0.947336,3
crossing_90_b_02,69.125,0.75,0.949272,3
crossing_90_b_02,69.625,0.5,0.980972,2
crossing_90_b_02,70.125,0.5,0.944453,2
crossing_90_b_02,70.625,0.25,0.88191,1
crossing_90_b_02,71.125,0.25,0.94455,1
crossing_90_b_02,71.625,0.25,1.02786,1
crossing_90_b_02,72.125,0.5,0.941871,2
crossing_90_b_02,72.625,0.5,0.928715,2
crossing_90_b_02,73.125,0.5,0.909018,2
crossing_90_b_02,73.625,0.5,0.927117,2
crossing_90_b_02,74.125,0.5,0.942578,2
crossing_90_b_02,74.625,0.25,1.08714,1
crossing_90_b_02,75.125,0.25,1.09992,1
crossing_90_b_02,75.625,0.5,0.956782,2
crossing_90_b_02,76.125,0.5,0.967504,2
crossing_90_b_02,76.625,0.25,0.951585,1
crossing_90_b_02,77.125,0.25,1.02303,1
crossing_90_b_02,78.625,0.25,0.930913,1
crossing_90_b_02,79.125,0.25,0.962562,1
crossing_90_b_02,79.625,0.5,0.971224,2
crossing_90_b_02,80.125,0.5,0.9828,2
crossing_90_b_02,80.625,0.25,0.86895,1
crossing_90_b_02,81.125,0.5,0.794215,2
crossing_90_b_02,81.625,0.5,0.973295,2
crossing_90_b_02,82.125,0.75,0.787801,3
crossing_90_b_02,82.625,1,0.811303,4
crossing_90_b_02,83.125,0.75,0.737937,3
crossing_90_b_02,83.625,0.5,0.688034,2
crossing_90_b_02,84.125,0.75,0.74032,3
crossing_90_b_02,84.625,0.75,0.754891,3
crossing_90_b_02,85.125,0.5,0.711213,2
crossing_90_b_02,85.625,0.25,0.727742,1
crossing_90_b_02,86.125,0.25,0.72045,1
crossing_90_b_02,86.625,0.5,0.807867,2
crossing_90_b_02,87.125,0.5,0.774312,2
crossing_90_b_02,87.625,0.75,0.793603,3
crossing_90_b_02,88.125,0.75,0.842772,3
crossing_90_b_02,88.625,0.75,0.872281,3
crossing_90_b_02,89.125,0.5,0.894207,2
crossing_90_b_02,89.625,0.5,0.93796,2
crossing_90_b_02,90.125,0.25,0.994363,1
crossing_90_b_02,90.625,0.5,0.773387,2
crossing_90_b_02,91.125,0.5,0.7718,2
crossing_90_b_02,91.625,0.5,0.682296,2
crossing_90_b_02,92.125,0.5,0.704605,2
crossing_90_b_02,92.625,0.5,0.810233,2
crossing_90_b_02,93.125,0.5,0.811907,2
crossing_90_b_02,93.625,1,0.881383,4
crossing_90_b_02,94.125,1,0.897292,4
crossing_90_b_02,94.625,0.25,0.804827,1
crossing_90_b_02,95.125,0.25,0.847741,1
crossing_90_b_02,95.625,0.25,0.870057,1
crossing_90_b_02,97.625,0.25,0.858967,1
crossing_90_b_02,98.125,0.25,0.847454,1
crossing_90_b_02,98.625,0.25,0.795604,1
crossing_90_b_02,99.125,0.25,0.770765,1
crossing_90_b_02,99.625,0.5,0.647663,2
crossing_90_b_02,100.125,0.25,0.804149,1
crossing_90_b_02,100.625,0.5,0.873085,2
crossing_90_b_02,101.125,0.5,0.856853,2
crossing_90_b_02,101.625,0.5,0.875117,2
crossing_90_b_02,102.125,0.25,0.805711,1
crossing_90_b_02,102.625,0.75,0.815092,3
crossing_90_b_02,103.125,0.5,0.710974,2
crossing_90_b_02,103.625,0.5,0.686109,2
crossing_90_b_02,104.125,0.5,0.752597,2
crossing_90_b_02,104.625,0.5,0.790768,2
crossing_90_b_02,105.125,0.75,0.691626,3
crossing_90_b_02,105.625,0.25,0.623494,1
crossing_90_b_02,106.125,0.5,0.704851,2
crossing_90_b_02,106.625,0.5,0.685253,2
crossing_90_b_02,107.125,0.75,0.745903,3
crossing_90_b_02,107.625,0.75,0.741049,3
crossing_90_b_02,108.125,0.5,0.770483,2
crossing_90_b_02,108.625,0.5,0.804177,2
crossing_90_b_02,109.125,0.5,0.831469,2
crossing_90_b_02,109.625,0.25,0.867421,1
crossing_90_b_02,110.125,0.5,0.817099,2
crossing_90_b_02,110.625,0.75,0.732238,3
crossing_90_b_02,111.125,0.75,0.685747,3
crossing_90_b_02,111.625,0.75,0.65065,3
crossing_90_b_02,112.125,0.75,0.803036,3
crossing_90_b_02,112.625,0.5,0.764733,2
crossing_90_b_02,113.125,0.5,0.80729,2
crossing_90_b_02,113.625,0.5,0.811626,2
crossing_90_b_02,114.125,0.5,0.854117,2
crossing_90_b_02,114.625,0.5,0.8057,2
crossing_90_b_02,115.125,0.5,0.768887,2
crossing_90_b_02,115.625,0.5,0.748728,2
crossing_90_b_02,116.125,0.5,0.827689,2
crossing_90_b_02,116.625,0.5,0.896642,2
crossing_90_b_02,117.125,0.25,0.9149,1
crossing_90_b_02,117.625,0.25,0.947035,1
crossing_90_b_02,118.125,0.5,0.894887,2
crossing_90_b_02,118.625,0.5,0.899104,2
crossing_90_b_02,119.125,0.5,0.911104,2
crossing_90_b_02,119.625,0.5,0.796003,2
crossing_90_b_02,120.125,0.5,0.839364,2
crossing_90_b_02,120.625,0.5,0.857724,2
crossing_90_b_02,121.125,0.25,0.763983,1
crossing_90_b_02,121.625,0.5,0.830611,2
crossing_90_b_02,122.125,0.5,0.808827,2
crossing_90_b_02,122.625,0.25,0.788992,1
crossing_90_b_02,123.125,0.5,0.783983,2
crossing_90_b_02,123.625,0.5,0.8272,2
crossing_90_b_02,124.125,0.25,0.844032,1
crossing_90_b_02,124.625,0.25,0.816783,1
crossing_90_b_02,125.125,0.5,0.840174,2
crossing_90_b_02,125.625,0.25,0.85364,1
crossing_90_b_02,126.125,0.25,0.849025,1
crossing_90_b_02,126.625,0.25,0.854649,1
crossing_90_b_02,127.125,0.75,0.914305,3
crossing_90_b_02,127.625,0.5,0.967295,2
crossing_90_b_02,128.125,1,0.83147,4
crossing_90_b_02,128.625,1,0.856935,4
crossing_90_b_02,129.125,0.5,0.786916,2
crossing_90_b_02,129.625,0.5,0.837772,2
crossing_90_b_02,130.125,0.5,0.87432,2
crossing_90_b_02,130.625,0.5,0.852397,2
crossing_90_b_02,131.125,0.25,0.930031,1
crossing_90_b_02,131.625,0.25,0.925778,1
crossing_90_b_02,132.125,0.5,0.813228,2
crossing_90_b_02,132.625,0.25,0.799385,1
crossing_90_b_02,133.125,0.25,0.819728,1
crossing_90_b_02,133.625,0.5,0.813303,2
crossing_90_b_02,134.125,0.75,0.82752,3
crossing_90_b_02,134.625,0.75,0.82016,3
crossing_90_b_02,135.125,0.75,0.840229,3
crossing_90_b_02,135.625,0.25,0.786298,1
crossing_90_b_02,136.125,0.5,0.888615,2
crossing_90_b_02,137.125,0.25,0.811942,1
crossing_90_b_02,137.625,0.25,0.841208,1
crossing_90_b_02,138.125,0.5,0.808037,2
crossing_90_b_02,138.625,0.5,0.82196,2
crossing_90_b_02,139.125,0.5,0.845006,2
crossing_90_b_02,139.625,0.25,0.845471,1
crossing_90_b_02,140.125,0.5,0.577152,2
crossing_90_b_02,140.625,0.5,0.63832,2
crossing_90_b_02,141.125,0.75,0.741229,3
crossing_90_b_02,141.625,0.75,0.722915,3
crossing_90_b_02,142.125,0.75,0.675153,3
crossing_90_b_02,142.625,1,0.700018,4
crossing_90_b_02,143.125,0.75,0.771493,3
crossing_90_b_02,143.625,0.5,0.794609,2
crossing_90_b_02,144.125,0.25,0.863776,1
crossing_90_b_02,144.625,0.25,0.821406,1
crossing_90_b_02,146.125,0.25,0.863507,1
crossing_90_b_02,146.625,0.5,0.938587,2
